scorer,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM,HM
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00136c7.png",,,,,374.38038087195343,393.61291977933956,359.17939691627646,253.37158393019115,373.3996722296516,228.3635135514968,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00136c8.png",,,,,,,353.17939691627646,365.37158393019115,367.3996722296516,340.3635135514968,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00136c9.png",,,,,,,,,,,,,,,,,125.64139583464078,306.30740865647704,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c0.png",132.526829860833,220.52602179632737,153.2092250098849,343.63551673115956,,,,,,,,,,,,,81.31327996794289,40.293721211732986,190.6345114700739,175.71416564004846
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c1.png",,,,,279.02530576224706,82.29553453732444,126.36953204305519,52.7492557529647,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c2.png",288.526829860833,85.52602179632737,309.2092250098849,208.63551673115956,,,,,,,,,,,,,,,346.6345114700739,40.71416564004846
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c3.png",,,,,49.02530576224706,120.29553453732444,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c4.png",4.526829860833004,135.52602179632737,25.209225009884904,258.63551673115956,,,,,272.90552881876715,347.7667910639781,,,,,,,,,62.6345114700739,90.71416564004846
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c5.png",,,,,,,,,,,98.5528338549027,279.9131894373179,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c6.png",15.526829860833004,56.52602179632737,36.209225009884904,179.63551673115956,,,,,283.90552881876715,268.7667910639781,,,,,,,,,73.6345114700739,11.714165640048464
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c7.png",,,,,,,,,15.905528818767152,200.76679106397808,136.5528338549027,288.9131894373179,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c8.png",186.526829860833,203.52602179632737,207.2092250098849,326.63551673115956,,,,,,,,,,,,,135.3132799679429,23.293721211732986,244.6345114700739,158.71416564004846
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00347c9.png",,,243.2092250098849,96.63551673115956,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c0.png",,,,,,,184.00645199455744,322.6519501123514,146.5165721181263,223.32811251765048,297.4498547375249,252.0541243710199,244.86664659915368,29.549252896616395,351.0068259895695,177.5612461749942,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c1.png",,,,,250.99783103078607,211.76589261644062,195.00645199455744,104.65195011235141,157.5165721181263,5.3281125176504815,308.4498547375249,34.054124371019896,,,,,389.7590747292654,270.19167943685295,232.9832134278256,273.11296877787356
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c2.png",,,,,,,67.00645199455744,319.6519501123514,29.516572118126305,220.32811251765048,180.4498547375249,249.0541243710199,127.86664659915368,26.549252896616395,234.0068259895695,174.5612461749942,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c3.png",393.49258556137045,70.08898222111787,,,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c4.png",327.49258556137045,241.08898222111787,,,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c5.png",,,,,,,,,,,,,,,32.006825989569506,82.56124617499421,59.75907472926542,393.19167943685295,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c6.png",368.49258556137045,124.08898222111787,,,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c7.png",251.49258556137045,187.08898222111787,325.49858220055944,322.9289365785765,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c8.png",94.49258556137045,283.0889822211179,,,,,,,390.5165721181263,311.3281125176505,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img00948c9.png",,,,,,,,,,,13.449854737524902,343.0541243710199,,,67.0068259895695,268.5612461749942,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c0.png",,,,,,,,,,,,,80.366595213094,110.068927289366,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c1.png",,,,,,,,,5.505466109325653,188.29115605437266,,,201.366595213094,117.068927289366,41.11658049182893,97.69229152241564,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c2.png",369.81428011321304,388.32957817612436,228.41720830033216,262.6432921202303,,,332.10839429644477,220.74786343493224,,,333.1557800135772,139.57547035716732,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c3.png",135.81428011321304,332.32957817612436,,,187.13618025270307,204.5485206859654,98.10839429644477,164.74786343493224,239.50546610932565,77.29115605437266,99.15578001357721,83.57547035716732,,,,,230.60268751369983,387.8410211841442,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c4.png",218.81428011321304,199.32957817612436,77.41720830033216,73.64329212023029,270.13618025270307,71.5485206859654,181.10839429644477,31.747863434932242,,,,,,,,,313.60268751369983,254.8410211841442,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c5.png",,,,,2.1361802527030704,314.5485206859654,,,54.50546610932565,187.29115605437266,,,250.366595213094,116.068927289366,90.11658049182893,96.69229152241564,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c6.png",,,348.41720830033216,329.6432921202303,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c7.png",95.81428011321304,175.32957817612436,,,147.13618025270307,47.5485206859654,58.10839429644477,7.747863434932242,,,,,,,,,190.60268751369983,230.8410211841442,326.2391378823522,277.4496855965383
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c8.png",,,,,,,,,,,,,180.366595213094,78.068927289366,20.116580491828927,58.692291522415644,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01748c9.png",,,293.41720830033216,136.64329212023029,,,397.10839429644477,94.74786343493224,,,398.1557800135772,13.575470357167319,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c0.png",178.43082049461407,55.60981046151568,,,30.686924621284675,283.52872150160056,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c1.png",,,,,,,,,,,,,350.6863967394041,105.5876289174218,,,347.6609244689605,270.9801130350055,333.03780849514976,78.35837848342936
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c2.png",205.43082049461407,61.60981046151568,,,57.686924621284675,289.52872150160056,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c3.png",229.43082049461407,83.60981046151568,,,81.68692462128467,311.52872150160056,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c4.png",313.43082049461407,299.6098104615157,302.33742216965425,140.77251626322652,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c5.png",333.43082049461407,193.60981046151568,322.33742216965425,34.77251626322652,,,35.42180185591906,367.574466012023,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c6.png",,,,,,,,,,,,,136.68639673940407,220.5876289174218,241.56943544811566,189.8286608345785,133.6609244689605,385.9801130350055,119.03780849514976,193.35837848342936
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c7.png",,,,,,,347.42180185591906,292.574466012023,156.3128034395645,392.4150509366618,257.66612449942534,318.79522568920083,200.68639673940407,56.587628917421796,305.56943544811566,25.8286608345785,197.6609244689605,221.9801130350055,183.03780849514976,29.358378483429362
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c8.png",,,,,,,,,,,,,387.6863967394041,238.5876289174218,,,,,370.03780849514976,211.35837848342936
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img01999c9.png",137.43082049461407,256.6098104615157,126.33742216965425,97.77251626322652,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c0.png",76.00793395513449,237.18095985882934,44.481822799349345,340.65127339576526,138.6559753544512,380.6651837088772,,,,,208.98345408658724,334.99274062421404,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c1.png",,,,,,,,,5.056659142626586,385.96476363158865,55.983454086587244,233.99274062421404,294.4501923162443,265.51885177999924,136.41545562506485,302.7034957073356,397.9205058531802,379.0936881232765,336.08082627837086,271.58156546380405
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c2.png",,,,,,,,,13.056659142626586,382.96476363158865,63.983454086587244,230.99274062421404,302.4501923162443,262.51885177999924,144.41545562506485,299.7034957073356,,,344.08082627837086,268.58156546380405
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c3.png",326.0079339551345,65.18095985882934,294.48182279934935,168.65127339576526,388.6559753544512,208.66518370887718,382.18908075839266,312.53967815806664,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c4.png",101.00793395513449,220.18095985882934,69.48182279934935,323.65127339576526,163.6559753544512,363.6651837088772,,,,,233.98345408658724,317.99274062421404,,,314.41545562506485,386.7034957073356,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c5.png",113.00793395513449,324.18095985882934,,,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c6.png",136.0079339551345,324.18095985882934,,,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c7.png",146.0079339551345,194.18095985882934,114.48182279934935,297.65127339576526,208.6559753544512,337.6651837088772,,,,,278.98345408658724,291.99274062421404,,,359.41545562506485,360.7034957073356,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c8.png",185.0079339551345,328.18095985882934,,,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img02736c9.png",299.0079339551345,91.18095985882934,267.48182279934935,194.65127339576526,361.6559753544512,234.66518370887718,355.18908075839266,338.53967815806664,381.0566591426266,340.96476363158865,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c0.png",,,,,24.82599452861632,329.5731665470263,125.70979785321083,324.96133553790196,175.28698120129718,213.12443356663715,310.1830382181836,217.73626457576148,,,,,364.3720525753944,199.28894053926422,356.8778271855673,320.34950452877763
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c1.png",,,78.63627569945965,279.58471576737224,181.82599452861632,294.5731665470263,282.70979785321083,289.96133553790196,332.2869812012972,178.12443356663715,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c2.png",,,12.636275699459645,392.58471576737224,,,,,266.2869812012972,291.12443356663715,,,257.06331918304863,36.89724918865909,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c3.png",,,,,,,,,45.28698120129718,352.12443356663715,180.18303821818358,356.7362645757615,36.063319183048634,97.89724918865909,,,234.37205257539438,338.2889405392642,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c4.png",,,,,,,,,,,,,350.06331918304863,179.8972491886591,243.99120597318927,96.88429102442126,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c5.png",,,,,,,,,41.28698120129718,344.12443356663715,176.18303821818358,348.7362645757615,32.063319183048634,89.89724918865909,,,230.37205257539438,330.2889405392642,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c6.png",,,96.63627569945965,279.58471576737224,199.82599452861632,294.5731665470263,300.70979785321083,289.96133553790196,350.2869812012972,178.12443356663715,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c7.png",319.9176838194381,357.95119526144777,385.63627569945965,234.58471576737224,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c8.png",,,113.63627569945965,307.58471576737224,216.82599452861632,322.5731665470263,317.70979785321083,317.96133553790196,367.2869812012972,206.12443356663715,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03536c9.png",,,68.63627569945965,314.58471576737224,171.82599452861632,329.5731665470263,272.70979785321083,324.96133553790196,322.2869812012972,213.12443356663715,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c0.png",,,,,173.6381486480734,287.07588221616254,318.26905859024396,306.6205997759153,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c1.png",164.1015379310403,371.705170789789,257.35776171614634,323.12258714126074,398.6381486480734,184.07588221616254,,,359.548713528568,305.8115515883369,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c2.png",,,,,135.6381486480734,236.07588221616254,280.26905859024396,255.6205997759153,96.54871352856799,357.8115515883369,239.50436196561668,352.7857670729718,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c3.png",,,,,,,,,,,,,,,,,243.1796234707383,99.0751502225595,115.85974908149183,97.39988871743788
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c4.png",,,,,,,133.26905859024396,230.6205997759153,,,92.50436196561668,327.7857670729718,313.63888064167645,195.99852867006757,282.367332546072,320.52630055077793,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c5.png",,,,,,,,,,,,,166.63888064167645,228.99852867006757,135.36733254607202,353.52630055077793,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c6.png",,,,,,,,,,,,,27.63888064167645,182.99852867006757,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c7.png",,,,,274.6381486480734,283.07588221616254,,,,,378.5043619656167,399.7857670729718,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c8.png",,,,,,,69.26905859024396,279.6205997759153,,,28.50436196561668,376.7857670729718,249.63888064167645,244.99852867006757,218.36733254607202,369.52630055077793,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img03561c9.png",,,172.35776171614634,386.12258714126074,313.6381486480734,247.07588221616254,,,274.548713528568,368.8115515883369,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c0.png",341.10047794072784,393.91615183597355,216.87398330683726,295.32789120099216,,,,,290.88125670575096,255.94544928514165,,,,,,,376.78255618663275,252.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c1.png",178.10047794072784,286.91615183597355,53.87398330683726,188.32789120099216,260.5657254423746,273.9648789911637,,,127.88125670575096,148.94544928514165,276.16011519428855,191.76394318022744,325.32208966642406,166.12570918131803,386.1137785298174,238.8114241266797,213.78255618663275,145.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c2.png",248.10047794072784,348.91615183597355,123.87398330683726,250.32789120099216,330.5657254423746,335.9648789911637,,,197.88125670575096,210.94544928514165,346.16011519428855,253.76394318022744,395.32208966642406,228.12570918131803,,,283.78255618663275,207.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c3.png",79.10047794072784,255.91615183597355,,,161.56572544237463,242.9648789911637,,,28.881256705750957,117.94544928514165,177.16011519428855,160.76394318022744,226.32208966642406,135.12570918131803,287.1137785298174,207.8114241266797,114.78255618663275,114.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c4.png",361.10047794072784,242.91615183597355,236.87398330683726,144.32789120099216,,,,,310.88125670575096,104.94544928514165,,,,,,,396.78255618663275,101.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c5.png",,,,,,,,,,,,,53.32208966642406,398.12570918131803,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c6.png",154.10047794072784,361.91615183597355,29.87398330683726,263.32789120099216,236.56572544237463,348.9648789911637,,,103.88125670575096,223.94544928514165,252.16011519428855,266.76394318022744,301.32208966642406,241.12570918131803,362.1137785298174,313.8114241266797,189.78255618663275,220.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c7.png",279.10047794072784,399.91615183597355,154.87398330683726,301.32789120099216,361.5657254423746,386.9648789911637,,,228.88125670575096,261.94544928514165,377.16011519428855,304.76394318022744,,,,,314.78255618663275,258.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c8.png",,,22.87398330683726,320.32789120099216,,,,,96.88125670575096,280.94544928514165,245.16011519428855,323.76394318022744,294.32208966642406,298.12570918131803,355.1137785298174,370.8114241266797,182.78255618663275,277.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04094c9.png",,,,,,,,,70.88125670575096,329.94544928514165,219.16011519428855,372.76394318022744,268.32208966642406,347.12570918131803,,,156.78255618663275,326.77370899661685,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c0.png",120.9733909310105,87.03735504329052,234.848111001789,73.21992039035081,115.7322950281714,116.10161414085314,66.1801155831464,240.93498928120448,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c1.png",,,,,,,195.1801155831464,37.93498928120448,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c2.png",393.9733909310105,14.037355043290518,,,388.7322950281714,43.101614140853144,339.1801155831464,167.93498928120448,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c3.png",,,,,,,,,63.851349267692854,383.4388501160783,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c4.png",,,,,,,130.1801155831464,40.93498928120448,,,,,,,345.5415108634471,287.74295997854017,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c5.png",,,,,282.7322950281714,25.101614140853144,233.1801155831464,149.93498928120448,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c6.png",286.9733909310105,78.03735504329052,,,281.7322950281714,107.10161414085314,232.1801155831464,231.93498928120448,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c7.png",64.9733909310105,104.03735504329052,178.848111001789,90.21992039035081,59.73229502817139,133.10161414085314,10.180115583146403,257.9349892812045,350.85134926769285,389.4388501160783,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c8.png",,,,,,,258.1801155831464,4.93498928120448,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04694c9.png",,,,,132.7322950281714,8.101614140853144,83.1801155831464,132.93498928120448,,,,,,,298.5415108634471,379.74295997854017,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c0.png",,,105.55363282944745,39.38477320689384,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c1.png",,,,,,,,,213.91734179556283,398.87714496535864,332.27470604298105,358.09855728347503,307.44334952424674,357.1809500176106,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c2.png",,,,,,,,,,,70.27470604298105,106.09855728347503,45.44334952424674,105.1809500176106,,,131.30872984384428,220.5549962498585,42.29898348437416,316.82097193211143
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c3.png",337.5973074421099,3.805996641359229,253.55363282944745,81.38477320689384,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c4.png",,,,,,,,,171.91734179556283,239.87714496535864,290.27470604298105,199.09855728347503,265.44334952424674,198.1809500176106,212.95662408945054,352.01301166060784,351.3087298438443,313.5549962498585,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c5.png",,,392.55363282944745,36.38477320689384,,,,,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c6.png",,,,,,,,,184.91734179556283,178.87714496535864,303.27470604298105,138.09855728347503,278.44334952424674,137.1809500176106,225.95662408945054,291.01301166060784,364.3087298438443,252.5549962498585,275.29898348437416,348.82097193211143
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c7.png",,,,,,,,,,,54.27470604298105,352.09855728347503,29.44334952424674,351.1809500176106,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c8.png",,,,,,,,,,,73.27470604298105,275.09855728347503,48.44334952424674,274.1809500176106,,,134.30872984384428,389.5549962498585,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04745c9.png",,,,,,,,,159.91734179556283,237.87714496535864,278.27470604298105,197.09855728347503,253.44334952424674,196.1809500176106,200.95662408945054,350.01301166060784,339.3087298438443,311.5549962498585,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c0.png",,,,,,,,,,,,,113.21044917167148,330.70187650176337,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c1.png",232.675316514063,283.58565966616544,210.96061986947348,144.80042458987577,,,378.5414309309797,210.88863176906136,,,,,,,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c2.png",,,,,,,,,,,,,55.210449171671485,327.70187650176337,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c3.png",,,,,174.06492098183946,241.2326943911816,81.54143093097969,111.88863176906136,231.65607295227255,354.99882246392247,208.99725906226615,236.98416678680536,315.2104491716715,89.70187650176337,375.63395287835544,236.51210816409696,,,346.83837689313884,349.8061776141293
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c4.png",1.675316514063013,121.58565966616544,,,240.06492098183946,178.2326943911816,147.5414309309797,48.88863176906136,297.65607295227255,291.99882246392247,274.99725906226615,173.98416678680536,381.2104491716715,26.701876501763365,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c5.png",,,,,51.064920981839464,373.2326943911816,,,,,85.99725906226615,368.98416678680536,192.21044917167148,221.70187650176337,252.63395287835544,368.51210816409696,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c6.png",,,,,203.06492098183946,259.2326943911816,110.54143093097969,129.88863176906136,260.65607295227255,372.99882246392247,237.99725906226615,254.98416678680536,344.2104491716715,107.70187650176337,,,,,375.83837689313884,367.8061776141293
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c7.png",,,,,36.064920981839464,249.2326943911816,,,93.65607295227255,362.99882246392247,70.99725906226615,244.98416678680536,177.21044917167148,97.70187650176337,237.63395287835544,244.51210816409696,301.3618669439986,286.0532669624422,208.83837689313884,357.8061776141293
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c8.png",,,,,228.06492098183946,348.2326943911816,135.5414309309797,218.88863176906136,,,262.99725906226615,343.98416678680536,369.2104491716715,196.70187650176337,,,,,,
"labeled-data/2020-10-07_09-36-59_n=5,OF,10min_2-converted_cropped/img04769c9.png",,,,,111.06492098183946,390.2326943911816,18.541430930979686,260.88863176906136,,,145.99725906226615,385.98416678680536,252.21044917167148,238.70187650176337,312.63395287835544,385.51210816409696,,,,
